73.000000	1655.853016	17.968250	4.793364	17.913969	6.201063	17.996241	3.385391	2.630308	2.005496000	88831	116506
73.000000	1650.162800	29.505441	5.498248	29.421242	6.899845	29.566016	4.095812	2.426488	1.895699362	91924	117662
74.000000	1650.162800	-24.739358	2.289936	-24.681538	3.702029	-24.839235	0.882996	3.962064	2.841029688	81938	114270
74.000000	1644.625341	-8.398228	1.055809	-8.382537	2.464680	-8.448547	-0.350817	3.309136	2.397378595	89730	123855
74.000000	1639.087882	5.609911	0.713964	5.588793	2.119088	5.601236	-0.690637	2.907590	2.196751245	89297	118192
74.000000	1633.550423	18.091773	0.969413	18.037603	2.369480	18.119611	-0.431144	2.631545	2.073319369	88840	112760
74.000000	1628.012964	29.484147	1.667236	29.399901	3.061202	29.544689	0.272217	2.429470	1.920312508	91909	116278
75.000000	1628.012964	-23.949396	-1.530322	-23.891107	-0.126039	-24.049428	-2.929864	3.933985	2.820184457	82126	114561
75.000000	1622.622192	-7.902161	-2.688172	-7.886193	-1.286636	-7.952637	-4.087734	3.299564	2.398689813	89731	123431
75.000000	1617.231421	5.896394	-2.996841	5.875460	-1.598827	5.887556	-4.394526	2.905497	2.225599062	89302	116582
75.000000	1611.840649	18.212250	-2.732123	18.158206	-1.339053	18.239920	-4.125847	2.632977	2.102691756	88850	111257
75.000000	1606.449878	29.464424	-2.040997	29.380194	-0.653991	29.524873	-3.429221	2.432635	1.953011369	91893	114461
76.000000	1606.449878	-23.187650	-5.226018	-23.129048	-3.828783	-23.287701	-6.618877	3.907776	2.794089834	82304	115110
76.000000	1601.200042	-7.421652	-6.313337	-7.405496	-4.918521	-7.472210	-7.706405	3.290649	2.395657200	89732	123254
76.000000	1595.950206	6.174690	-6.591161	6.153906	-5.199712	6.165712	-7.982432	2.903690	2.243330634	89306	115595
76.000000	1590.700369	18.329789	-6.317896	18.275882	-4.931290	18.357281	-7.705282	2.634579	2.126605785	88859	110084
76.000000	1585.450533	29.446081	-5.633188	29.361915	-4.252575	29.506397	-7.015147	2.435953	1.966653522	91877	113801
77.000000	1585.450533	-22.452251	-8.804290	-22.393462	-7.413447	-22.552215	-10.191079	3.883248	2.773696957	82472	115463
77.000000	1580.336177	-6.955813	-9.826109	-6.939535	-8.437484	-7.006402	-11.213180	3.282327	2.389528857	89732	123259
77.000000	1575.221820	6.445212	-10.075148	6.424555	-8.689793	6.436111	-11.460449	2.902141	2.251075918	89311	115142
